,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result,black_king_dst,black2white_king_dst,black2rook_dst
12660,4,3,5,3,6,7,11,1,4,4
22055,2,1,8,1,6,7,14,1,6,6
25952,1,1,8,5,4,3,15,2,3,4
23541,3,1,8,3,2,4,14,1,3,6
9295,4,1,1,7,4,8,10,0,7,3
9949,4,3,6,3,8,6,10,0,4,3
560,2,1,8,5,8,6,-1,0,6,1
15183,4,1,2,2,8,7,12,0,6,6
21840,2,1,5,8,2,5,14,1,4,3
3241,4,1,4,3,2,1,4,0,2,2
20779,4,2,8,3,7,5,13,1,3,2
15723,4,2,5,1,5,7,12,1,5,6
12449,4,3,2,5,5,7,11,1,4,3
10856,3,1,3,7,1,5,11,0,4,2
11569,3,3,6,5,8,4,11,0,5,2
9007,3,2,6,6,7,2,10,1,4,4
16857,1,1,5,4,7,3,13,1,6,2
26706,2,2,3,2,5,4,15,3,3,2
2647,4,4,3,1,2,1,-1,0,3,1
7952,4,4,1,7,8,5,9,0,4,7
27145,3,1,6,6,4,3,15,2,2,3
27864,1,1,7,6,6,2,16,1,5,4
25913,1,1,7,7,7,2,15,1,6,5
847,3,1,3,5,4,4,-1,3,3,1
5172,1,1,1,2,4,1,8,0,3,3
27261,3,1,7,7,4,4,15,3,3,3
22576,2,2,8,4,6,4,14,2,4,2
601,2,2,5,2,5,1,-1,0,3,1
7074,3,2,4,1,3,8,9,0,6,7
15473,4,1,8,5,2,4,12,1,3,6
26618,2,1,8,3,4,4,15,3,3,4
18653,3,2,2,8,7,7,13,1,5,5
21982,2,1,7,4,3,7,14,1,6,4
2671,4,4,5,1,6,2,-1,1,2,1
4479,4,4,7,4,8,7,6,0,4,3
5841,4,2,2,7,6,2,8,1,2,5
22924,3,1,2,5,5,3,14,2,2,3
8087,4,4,3,8,5,1,9,0,3,7
18306,3,1,8,2,2,7,13,1,6,6
21831,2,1,5,7,4,1,14,0,2,6
7978,4,4,2,2,8,7,9,0,4,6
1867,4,1,6,5,7,4,-1,1,3,1
26011,2,1,1,6,6,3,15,2,4,5
20975,1,1,1,7,4,2,14,1,3,5
22752,3,1,1,6,6,3,14,2,3,5
8532,2,1,7,4,8,6,10,0,6,2
18896,3,2,6,2,4,6,13,2,4,4
25930,1,1,8,1,7,4,15,1,6,3
16624,4,3,8,3,3,7,12,1,4,5
2472,4,3,5,6,4,6,-1,2,3,1
21247,1,1,8,5,3,2,14,1,2,5
21225,1,1,7,8,3,2,14,1,2,6
19281,3,3,3,2,5,3,13,2,2,2
15247,4,1,4,3,1,4,12,0,3,3
4436,4,3,8,7,1,2,6,0,3,7
10084,4,4,1,7,6,2,10,1,2,5
18601,3,2,2,4,5,4,13,3,2,3
27831,1,1,6,8,6,5,16,2,5,3
24117,4,1,1,1,2,7,14,1,6,6
17447,2,1,7,4,2,3,13,1,2,5
7565,4,3,1,5,6,3,9,2,2,5
7411,4,1,6,5,8,1,9,0,4,4
6038,4,3,3,3,2,8,8,0,5,5
3341,4,2,7,5,2,1,4,0,2,5
13256,1,1,7,4,5,1,12,0,4,3
14619,3,2,6,5,8,6,12,0,5,2
13590,2,2,1,8,6,2,12,1,4,6
10976,3,1,6,2,7,7,11,1,6,5
24948,4,1,7,3,4,7,14,1,6,4
15330,4,1,5,3,2,8,12,0,7,5
19438,3,3,8,6,7,4,13,1,4,2
4237,4,2,7,3,6,1,6,0,2,2
18684,3,2,3,3,7,5,13,1,4,4
19373,3,3,6,8,6,4,13,2,3,4
11893,4,1,8,5,2,2,11,1,2,6
15434,4,1,7,6,7,1,12,0,3,5
23935,3,2,6,7,4,6,14,2,4,2
4959,4,3,6,3,1,3,7,0,3,5
27861,1,1,7,6,5,3,16,2,4,3
27015,3,1,4,2,4,3,15,2,2,1
20309,4,2,3,3,7,5,13,1,3,4
7737,4,3,4,7,8,3,9,0,4,4
2661,4,4,4,1,5,2,-1,1,2,1
23535,3,1,8,2,7,5,14,1,4,3
8813,3,1,8,5,1,4,10,0,3,7
13318,2,1,3,5,7,4,12,1,5,4
11055,3,1,8,4,4,3,11,2,2,4
23177,3,1,5,5,2,5,14,1,4,3
11501,3,3,5,2,8,6,11,0,5,4
24952,4,1,7,3,5,8,14,0,7,5
21992,2,1,7,4,6,8,14,0,7,4
15046,3,3,7,1,7,4,12,1,4,3
10393,1,1,7,3,7,1,11,0,6,2
15159,4,1,1,6,6,8,12,0,7,5
326,2,1,4,3,5,4,-1,3,3,1
3018,3,3,3,7,3,1,2,0,2,6
1333,3,2,6,4,7,3,-1,1,4,1
26414,2,1,6,5,4,3,15,2,2,2
13157,1,1,1,4,3,1,12,0,2,3
23044,3,1,3,5,7,8,14,0,7,4
10807,2,2,8,4,8,2,11,0,6,2
21336,2,1,1,2,7,6,14,1,5,6
26501,2,1,7,3,4,3,15,2,2,3
2247,4,2,7,4,6,4,-1,2,2,1
21104,1,1,5,1,5,5,14,3,4,4
13681,2,2,5,8,5,1,12,0,3,7
3931,3,2,2,1,1,3,6,0,2,2
12553,4,3,4,2,8,5,11,0,4,4
15345,4,1,5,5,1,7,12,0,6,4
6441,4,4,6,2,7,7,8,1,3,5
1317,3,2,6,2,7,1,-1,0,4,1
4439,4,3,8,8,2,2,6,1,2,6
18769,3,2,4,3,4,8,13,0,6,5
24043,3,2,8,1,6,3,14,2,3,2
4581,3,1,5,3,8,2,7,0,5,3
26157,2,1,3,2,3,7,15,1,6,5
11917,4,2,1,3,2,7,11,1,5,4
170,1,1,8,2,7,2,-1,1,6,1
18975,3,2,7,2,3,4,13,2,2,4
8356,1,1,4,6,8,1,10,0,7,5
9586,4,2,6,1,8,7,10,0,5,6
6916,3,1,2,6,6,1,9,0,3,5
16871,1,1,6,2,7,7,13,1,6,5
5381,3,1,7,5,8,7,8,0,6,2
16965,1,1,8,8,5,2,13,1,4,6
22398,2,2,4,6,7,3,14,1,5,3
20869,4,3,2,3,2,6,13,1,3,3
22140,2,1,8,5,6,4,14,2,4,2
8713,3,1,2,1,7,2,10,1,4,5
2569,4,3,7,4,8,5,-1,0,4,1
14136,3,1,8,2,8,8,12,0,7,6
16730,4,4,7,3,6,5,12,2,2,2
7885,4,3,8,6,1,8,9,0,5,7
875,3,1,4,3,5,2,-1,1,2,1
7309,3,3,5,8,6,1,9,0,3,7
10132,4,4,3,2,7,2,10,1,3,4
13753,2,2,6,8,8,7,12,0,6,2
7559,4,3,1,3,7,3,9,1,3,6
26717,2,2,3,6,4,2,15,1,2,4
13729,2,2,6,5,8,7,12,0,6,2
2992,3,2,7,8,1,2,2,0,2,6
5790,4,1,8,1,1,2,8,0,3,7
24329,4,1,2,1,2,4,14,1,3,3
3571,4,2,1,4,2,1,5,0,2,3
5420,3,2,1,6,8,1,8,0,5,7
20751,4,2,8,2,5,6,13,2,4,4
426,2,1,6,1,7,2,-1,1,5,1
7297,3,3,5,5,7,1,9,0,4,4
9507,4,2,4,1,2,6,10,1,4,5
5501,3,2,3,6,7,1,8,0,4,5
17958,3,1,2,8,2,3,13,1,2,5
950,3,1,5,6,4,7,-1,1,6,1
7442,4,2,1,7,6,8,9,0,6,5
17214,2,1,5,1,6,7,13,1,6,6
21467,2,1,1,8,8,6,14,0,6,7
23399,3,1,7,4,3,5,14,2,4,4
26238,2,1,3,8,5,2,15,1,3,6
5566,3,2,7,8,8,2,8,0,5,6
15805,4,2,5,7,6,2,12,1,2,5
8693,2,2,8,7,4,1,10,0,2,6
11387,3,2,8,6,3,7,11,1,5,5
401,2,1,5,6,4,5,-1,3,4,1
26318,2,1,4,8,4,2,15,1,2,6
14125,3,1,8,1,6,2,12,1,3,2
13594,2,2,2,1,8,7,12,0,6,6
27558,4,1,6,6,6,3,15,2,2,3
15673,4,2,4,3,7,7,12,1,5,4
4553,3,1,2,3,1,8,7,0,7,5
7957,4,4,1,8,7,1,9,0,3,7
10602,2,1,6,4,8,2,11,0,6,2
5355,3,1,5,4,8,1,8,0,5,3
19872,4,1,7,6,5,8,13,0,7,2
22052,2,1,8,1,5,7,14,1,6,6
6880,3,1,1,1,8,2,9,0,5,7
15757,4,2,5,3,3,7,12,1,5,4
20777,4,2,8,3,6,6,13,2,4,3
4229,4,2,6,4,7,1,6,0,3,3
15549,4,2,1,5,8,7,12,0,5,7
4214,4,2,5,4,8,3,6,0,4,3
22354,2,2,4,1,6,2,14,1,4,2
15611,4,2,2,7,8,6,12,0,4,6
18747,3,2,4,1,6,7,13,1,5,6
12131,4,2,5,2,8,7,11,0,5,5
4619,3,2,2,3,8,2,7,0,5,6
22621,3,1,1,1,4,8,14,0,7,7
16145,4,3,2,3,3,7,12,1,4,4
22580,2,2,8,4,7,7,14,1,5,3
4201,4,2,4,7,6,1,6,0,2,6
27125,3,1,6,3,4,3,15,2,2,2
13160,1,1,1,4,5,2,12,1,4,4
22683,3,1,1,3,4,7,14,1,6,4
9164,3,3,3,6,4,1,10,0,2,5
9510,4,2,4,3,1,7,10,0,5,4
27959,2,1,3,2,5,5,16,3,4,3
16548,4,3,7,5,5,6,12,2,3,2
13544,2,1,8,5,8,2,12,0,6,3
3042,3,3,5,5,2,1,2,0,2,4
10053,4,3,8,7,1,4,10,0,3,7
18071,3,1,4,7,8,4,13,0,5,4
15624,4,2,3,3,7,8,12,0,6,5
23223,3,1,5,7,3,4,14,2,3,3
3041,3,3,5,5,1,1,2,0,2,4
23278,3,1,6,3,4,8,14,0,7,5
1137,3,2,1,5,2,5,-1,1,3,1
2836,3,2,3,4,1,1,1,0,2,3
2652,4,4,3,2,2,1,-1,0,3,1
10950,3,1,5,8,1,2,11,0,2,6
11282,3,2,6,3,7,7,11,1,5,4
11149,3,2,4,2,2,5,11,1,3,3
8982,3,2,5,7,2,8,10,0,6,3
20467,4,2,6,1,2,5,13,1,3,4
5871,4,2,3,6,7,2,8,1,3,4
15038,3,3,5,8,7,6,12,1,4,2
21494,2,1,2,4,3,8,14,0,7,4
9105,3,3,1,8,6,1,10,0,3,7
14922,3,3,3,6,6,3,12,2,3,3
17619,2,2,2,6,8,4,13,0,6,6
24358,4,1,2,2,3,5,14,2,4,3
552,2,1,8,4,7,4,-1,1,5,1
8346,1,1,3,6,8,1,10,0,7,5
24942,4,1,7,3,3,7,14,1,6,4
3679,4,2,8,7,1,2,5,0,3,7
24650,4,1,4,7,5,3,14,2,2,4
12826,4,3,8,3,4,8,11,0,5,5
6231,4,3,8,7,5,8,8,0,5,3
27181,3,1,6,8,4,3,15,2,2,5
7666,4,3,3,6,8,3,9,0,4,5
17582,2,2,1,7,8,3,13,0,6,7
25601,1,1,2,4,5,4,15,3,4,3
3766,4,3,4,7,1,1,5,0,3,6
18458,3,2,1,4,5,4,13,3,2,4
4216,4,2,5,5,7,1,6,0,3,4
13172,1,1,1,6,8,7,12,0,7,7
14423,3,2,5,1,4,6,12,2,4,5
1061,3,1,7,5,7,4,-1,1,4,1
20293,4,2,3,3,4,5,13,3,3,2
3781,4,3,5,4,2,1,5,0,2,3
13925,3,1,4,4,7,8,12,0,7,4
3311,4,2,6,1,1,1,4,0,3,5
26405,2,1,6,4,5,7,15,1,6,3
22156,2,1,8,7,1,7,14,0,6,7
5032,4,3,8,3,7,1,7,0,3,2
6197,4,3,7,5,8,7,8,0,4,2
14806,3,3,1,4,8,5,12,0,5,7
16581,4,3,8,1,2,4,12,1,2,6
12971,4,4,2,7,7,5,11,1,3,5
24102,3,3,7,3,5,4,14,3,2,2
22015,2,1,7,5,7,7,14,1,6,2
26185,2,1,3,3,7,5,15,1,5,4
22556,2,2,8,1,7,6,14,1,5,5
20179,4,2,2,4,4,8,13,0,6,4
8739,3,1,3,5,1,8,10,0,7,3
1293,3,2,5,6,6,7,-1,1,5,1
3982,4,1,1,4,7,1,6,0,3,6
21152,1,1,5,7,6,2,14,1,5,5
4652,3,2,5,5,1,3,7,0,2,4
6969,3,1,6,5,7,1,9,0,4,4
10897,3,1,4,4,2,8,11,0,7,4
2766,4,4,8,2,7,2,-1,1,3,1
4446,4,4,2,2,4,2,6,1,2,2
16943,1,1,7,4,7,2,13,1,6,2
22100,2,1,8,4,3,7,14,1,6,5
17646,2,2,3,3,8,7,13,0,6,5
9314,4,1,3,1,1,8,10,0,7,7
2986,3,2,7,2,1,2,2,0,2,6
22815,3,1,1,8,6,5,14,2,4,5
18140,3,1,5,3,8,4,13,0,5,3
1829,4,1,5,7,5,8,-1,0,7,1
5323,3,1,3,4,5,1,8,0,2,3
3749,4,3,3,8,3,1,5,0,2,7
2757,4,4,7,7,7,6,-1,1,3,1
8238,4,4,6,4,8,5,9,0,4,2
6569,4,4,8,3,3,1,8,0,3,5
7207,3,2,8,6,5,1,9,0,2,5
278,2,1,3,4,3,5,-1,2,4,1
10195,4,4,5,2,7,7,10,1,3,5
2847,3,2,4,7,1,1,1,0,2,6
22250,2,2,2,1,5,2,14,1,3,3
14902,3,3,3,2,7,3,12,1,4,4
21886,2,1,6,3,6,7,14,1,6,4
5582,3,3,1,4,8,1,8,0,5,7
27828,1,1,6,8,6,2,16,1,5,6
8298,4,4,8,4,8,8,9,0,4,4
26888,3,1,2,6,6,3,15,2,3,4
12446,4,3,2,5,4,8,11,0,5,3
23508,3,1,8,2,2,4,14,1,3,6
18474,3,2,1,6,5,6,13,2,4,4
15454,4,1,8,2,1,5,12,0,4,7
22599,2,2,8,8,7,5,14,1,5,3
1313,3,2,6,2,5,2,-1,1,2,1
4044,4,1,3,8,6,1,6,0,2,7
7485,4,2,4,3,1,8,9,0,6,5
10409,1,1,7,6,3,1,11,0,2,5
5095,4,4,5,1,1,1,7,0,3,4
16068,4,3,1,7,3,5,12,2,2,2
4362,4,3,5,8,1,2,6,0,3,6
2181,4,2,6,2,7,2,-1,1,3,1
4527,2,2,4,3,8,2,7,0,6,4
18944,3,2,6,5,6,8,13,0,6,3
6587,4,4,8,6,3,1,8,0,3,5
26271,2,1,4,2,6,4,15,2,4,2
18026,3,1,4,3,7,8,13,0,7,5
12927,4,4,1,7,7,5,11,1,3,6
8173,4,4,5,3,5,2,9,1,2,1
4333,4,3,4,8,2,2,6,1,2,6
6638,2,1,1,6,7,1,9,0,5,6
20904,4,3,3,8,3,6,13,2,3,2
8011,4,4,2,6,8,7,9,0,4,6
10438,1,1,8,8,5,1,11,0,4,7
7104,3,2,4,5,8,2,9,0,5,4
26871,3,1,2,3,4,5,15,3,4,2
25028,4,1,7,8,3,7,14,1,6,4
7310,3,3,5,8,7,1,9,0,4,7
476,2,1,6,8,5,8,-1,0,7,1
6698,2,1,4,4,8,1,9,0,6,4
14417,3,2,5,1,2,4,12,1,2,3
3600,4,2,4,4,1,3,5,0,3,3
14738,3,2,8,5,4,6,12,2,4,4
13527,2,1,8,2,1,3,12,0,2,7
23642,3,1,8,7,6,4,14,2,3,3
10034,4,3,8,4,2,6,10,1,3,6
12722,4,3,6,3,3,8,11,0,5,5
4748,4,1,7,4,8,2,7,0,4,2
175,1,1,8,3,7,3,-1,1,6,1
7491,4,2,4,4,3,8,9,0,6,4
23239,3,1,5,8,3,6,14,2,5,2
9302,4,1,2,1,7,2,10,1,3,5
24953,4,1,7,3,6,6,14,2,5,3
27096,3,1,6,1,4,4,15,3,3,3
9236,3,3,6,2,8,8,10,0,5,6
19173,3,2,8,6,2,4,13,1,2,6
11488,3,3,5,1,7,2,11,1,4,2
2290,4,2,8,2,8,3,-1,0,4,1
26101,2,1,2,7,3,5,15,2,4,2
1096,3,1,8,3,7,2,-1,1,4,1
22089,2,1,8,3,8,7,14,0,6,4
10136,4,4,3,5,7,2,10,1,3,4
17249,2,1,5,2,8,6,13,0,6,4
19659,4,1,4,7,2,3,13,1,2,4
1232,3,2,4,5,4,6,-1,2,4,1
7467,4,2,3,5,7,3,9,1,3,4
20034,4,2,1,4,7,5,13,1,3,6
19954,4,2,1,1,2,5,13,1,3,4
17579,2,2,1,6,8,5,13,0,6,7
1991,4,2,1,2,2,2,-1,1,2,1
13185,1,1,2,4,6,3,12,2,5,4
10685,2,2,2,5,8,4,11,0,6,6
13113,4,4,8,1,6,4,11,2,2,3
131,1,1,7,3,6,4,-1,2,5,1
25240,4,1,8,8,5,7,14,1,6,3
1598,3,3,8,3,8,2,-1,0,5,1
24911,4,1,7,1,7,5,14,1,4,4
7209,3,2,8,7,3,8,9,0,6,5
9333,4,1,3,6,1,7,10,0,6,2
17924,3,1,2,3,8,5,13,0,5,6
8518,2,1,6,4,8,1,10,0,6,3
6793,2,2,2,7,8,1,9,0,6,6
6786,2,2,2,4,8,2,9,0,6,6
15073,3,3,8,1,7,6,12,1,4,5
7903,4,4,1,1,7,1,9,0,3,6
12034,4,2,4,3,3,5,11,2,3,2
21457,2,1,1,8,6,4,14,2,4,5
21288,2,1,1,1,3,7,14,1,6,6
9300,4,1,1,8,2,1,10,0,2,7
15003,3,3,5,1,7,6,12,1,4,5
25547,1,1,1,7,5,3,15,2,4,4
15357,4,1,5,6,8,8,12,0,7,3
12790,4,3,7,7,2,6,11,1,3,5
10922,3,1,5,4,2,3,11,1,2,3
7653,4,3,3,3,8,3,9,0,4,5
3518,4,1,6,1,1,1,5,0,3,5
18440,3,2,1,3,6,6,13,2,4,5
12452,4,3,2,5,6,6,11,2,3,4
10177,4,4,4,7,6,2,10,1,2,5
5273,3,1,1,4,5,1,8,0,2,4
26317,2,1,4,7,7,6,15,1,5,3
5525,3,2,4,7,8,1,8,0,5,6
21480,2,1,2,2,7,7,14,1,6,5
13583,2,2,1,6,5,2,12,1,3,4
195,1,1,8,7,7,7,-1,1,6,1
23033,3,1,3,5,5,5,14,3,4,2
2243,4,2,7,3,8,2,-1,0,4,1
7371,4,1,1,4,6,2,9,1,2,5
5710,4,1,2,1,8,2,8,0,4,6
7948,4,4,1,7,6,1,9,0,3,6
13398,2,1,5,2,2,8,12,0,7,6
15339,4,1,5,3,8,5,12,0,4,3
9543,4,2,5,3,1,4,10,0,3,4
1203,3,2,3,6,2,7,-1,1,5,1
21627,2,1,3,5,5,1,14,0,3,4
25371,4,2,4,1,4,5,14,3,3,4
669,2,2,7,1,6,1,-1,0,4,1
572,2,1,8,8,7,8,-1,0,7,1
15666,4,2,4,3,4,6,12,2,4,3
20676,4,2,7,7,2,5,13,1,3,5
19268,3,3,2,8,5,4,13,3,2,4
8998,3,2,6,4,8,7,10,0,5,3
10086,4,4,1,7,7,2,10,1,3,6
19426,3,3,8,3,7,6,13,1,4,3
13592,2,2,2,1,8,5,12,0,6,6
2678,4,4,5,6,6,5,-1,2,2,1
19720,4,1,5,2,7,5,13,1,4,3
18480,3,2,1,6,7,5,13,1,4,6
5411,3,2,1,4,8,2,8,0,5,7
22187,2,2,1,1,5,3,14,2,3,4
9532,4,2,4,7,6,8,10,0,6,2
13198,1,1,3,5,8,2,12,0,7,5
15878,4,2,7,5,3,7,12,1,5,4
3293,4,2,5,2,1,1,4,0,3,4
20924,4,3,6,8,4,7,13,1,4,2
20625,4,2,7,3,5,8,13,0,6,5
20224,4,2,2,8,4,4,13,3,2,4
7024,3,2,2,5,8,2,9,0,5,6
4513,2,1,2,3,1,7,7,0,6,4
3419,4,4,4,2,2,1,4,0,3,2
8606,2,2,2,5,6,1,10,0,4,4
21258,1,1,8,6,3,2,14,1,2,5
1817,4,1,5,6,4,5,-1,3,4,1
13653,2,2,5,1,8,3,12,0,6,3
9902,4,3,5,8,1,5,10,0,3,4
15605,4,2,2,6,6,7,12,1,5,4
16534,4,3,7,3,7,7,12,1,4,4
18570,3,2,2,2,7,8,13,0,6,6
21842,2,1,5,8,2,7,14,1,6,3
1157,3,2,2,4,3,4,-1,2,2,1
7010,3,2,1,4,6,3,9,2,3,5
13772,2,2,7,8,7,1,12,0,5,7
24228,4,1,1,4,7,4,14,1,3,6
3043,3,3,5,5,3,1,2,0,2,4
11596,3,3,7,5,7,1,11,0,4,4
4215,4,2,5,5,6,1,6,0,2,4
17500,2,1,8,4,7,8,13,0,7,4
20318,4,2,3,4,5,4,13,3,2,2
5228,2,1,4,3,6,2,8,1,4,2
13689,2,2,6,1,8,2,12,0,6,2
26082,2,1,2,5,4,4,15,3,3,2
11436,3,3,3,1,5,1,11,0,2,2
16809,1,1,3,6,8,7,13,0,7,5
11126,3,2,3,4,8,8,11,0,6,5
14871,3,3,2,5,6,5,12,2,3,4
2016,4,2,1,7,2,7,-1,1,5,1
7507,4,2,5,4,7,8,9,0,6,4
4074,4,1,5,6,8,1,6,0,4,5
6414,4,4,5,7,3,2,8,1,2,5
3730,4,3,3,3,2,1,5,0,2,2
24664,4,1,4,8,4,4,14,3,3,4
24562,4,1,3,5,3,8,14,0,7,3
25811,1,1,5,5,7,7,15,1,6,2
129,1,1,7,3,6,2,-1,1,5,1
9778,4,3,4,2,2,6,10,1,3,4
672,2,2,7,1,8,1,-1,0,6,1
21277,2,1,1,1,1,4,14,0,3,3
19827,4,1,6,6,4,8,13,0,7,2
25173,4,1,8,6,3,5,14,2,4,5
27293,3,1,8,7,6,5,15,2,4,2
15435,4,1,7,7,1,3,12,0,3,6
2945,3,2,2,4,1,2,2,0,2,2
19462,4,1,1,2,6,8,13,0,7,6
4072,4,1,5,4,8,3,6,0,4,3
23573,3,1,8,4,2,6,14,1,5,6
535,2,1,7,8,7,7,-1,1,6,1
11890,4,1,8,2,2,2,11,1,2,6
14642,3,2,6,7,8,7,12,0,5,2
7700,4,3,4,2,8,3,9,0,4,4
22663,3,1,1,2,6,4,14,2,3,5
20133,4,2,2,2,6,4,13,2,2,4
5635,3,3,5,4,5,2,8,1,2,2
9888,4,3,5,5,4,8,10,0,5,3
6659,2,1,2,8,8,1,9,0,6,7
16122,4,3,2,2,2,4,12,1,2,2
1399,3,2,7,5,8,4,-1,0,5,1
23089,3,1,4,3,8,5,14,0,5,4
13638,2,2,4,5,4,2,12,1,2,3
7407,4,1,6,4,8,7,9,0,6,3
12713,4,3,5,8,7,3,11,1,3,5
15565,4,2,1,8,5,8,12,0,6,4
27735,1,1,3,6,7,4,16,1,6,4
26226,2,1,3,7,8,5,15,0,6,5
8254,4,4,6,7,8,3,9,0,4,4
17772,2,2,5,8,7,5,13,1,5,3
9713,4,3,1,5,8,5,10,0,4,7
18945,3,2,6,6,1,4,13,0,2,5
256,2,1,2,7,1,7,-1,0,6,1
5531,3,2,5,4,6,2,8,1,3,2
4778,4,2,2,8,1,2,7,0,3,6
12834,4,3,8,4,3,8,11,0,5,5
20792,4,2,8,4,4,6,13,2,4,4
3298,4,2,5,3,1,2,4,0,3,4
6123,4,3,4,6,8,2,8,0,4,4
72,1,1,5,5,6,6,-1,2,5,1
14209,3,2,1,4,6,8,12,0,6,5
15912,4,2,8,2,2,8,12,0,6,6
873,3,1,4,3,3,4,-1,2,3,1
25194,4,1,8,7,2,4,14,1,3,6
25469,4,2,7,6,4,5,14,3,3,3
18947,3,2,6,6,1,6,13,0,4,5
5568,3,2,7,8,8,5,8,0,5,3
26744,2,2,6,3,4,3,15,2,2,2
5058,4,4,2,1,8,1,7,0,4,6
13675,2,2,5,7,4,1,12,0,2,6
4473,4,4,7,2,4,1,6,0,3,3
8978,3,2,5,5,8,7,10,0,5,3
11220,3,2,5,4,6,6,11,2,4,2
20797,4,2,8,4,5,7,13,1,5,3
19821,4,1,6,6,1,8,13,0,7,5
11936,4,2,1,5,8,8,11,0,6,7
13704,2,2,6,3,8,5,12,0,6,2
3792,4,3,5,7,2,1,5,0,2,6
2826,3,1,6,3,1,2,1,0,2,5
4784,4,2,3,4,6,2,7,1,2,3
22816,3,1,1,8,6,6,14,2,5,5
10989,3,1,6,3,8,8,11,0,7,5
20684,4,2,7,7,7,3,13,1,3,4
17886,3,1,1,5,7,8,13,0,7,6
18587,3,2,2,3,7,7,13,1,5,5
14865,3,3,2,4,7,5,12,1,4,5
13663,2,2,5,4,8,5,12,0,6,3
6872,2,2,8,3,5,2,9,1,3,3
26445,2,1,6,8,3,7,15,1,6,3
19681,4,1,5,1,3,8,13,0,7,7
21323,2,1,1,2,3,6,14,2,5,4
15090,3,3,8,4,7,6,12,1,4,2
15710,4,2,4,8,7,6,12,1,4,3
17456,2,1,7,6,2,7,13,1,6,5
5752,4,1,5,7,1,2,8,0,3,5
24575,4,1,3,5,7,5,14,1,4,4
14006,3,1,5,3,7,8,12,0,7,5
20025,4,2,1,4,5,4,13,3,2,4
2888,3,3,5,8,4,1,1,0,2,7
8293,4,4,8,4,6,2,9,1,2,2
6610,1,1,1,3,8,2,9,0,7,7
11839,4,1,6,5,7,2,11,1,3,3
9287,4,1,1,5,7,2,10,1,3,6
22469,2,2,6,1,4,3,14,2,2,2
5347,3,1,4,7,7,1,8,0,4,6
23376,3,1,7,3,3,5,14,2,4,4
10418,1,1,7,8,3,1,11,0,2,7
7549,4,3,1,1,7,3,9,1,3,6
23060,3,1,4,1,7,4,14,1,4,3
15265,4,1,4,5,1,7,12,0,6,3
299,2,1,3,7,2,7,-1,1,6,1
15932,4,2,8,4,6,8,12,0,6,4
27443,4,1,3,7,3,5,15,2,4,2
26066,2,1,2,3,6,4,15,2,4,4
5327,3,1,3,4,7,3,8,1,4,4
5999,4,3,2,5,7,2,8,1,3,5
21368,2,1,1,4,5,5,14,3,4,4
15863,4,2,7,3,2,3,12,1,2,5
3844,4,3,7,7,8,1,5,0,4,6
7595,4,3,2,4,2,8,9,0,5,4
3273,4,2,3,3,1,1,4,0,3,2
16831,1,1,4,6,3,1,13,0,2,5
13286,2,1,1,5,7,4,12,1,5,6
832,3,1,3,3,4,3,-1,2,2,1
2919,3,1,5,6,1,1,2,0,2,5
4735,4,1,5,4,2,2,7,1,2,3
13257,1,1,7,4,6,1,12,0,5,3
10063,4,4,1,1,6,3,10,2,2,5
16465,4,3,7,1,2,5,12,1,2,5
27706,1,1,3,2,5,4,16,3,4,2
8976,3,2,5,5,8,5,10,0,5,3
5859,4,2,3,4,2,7,8,1,5,3
18038,3,1,4,4,8,4,13,0,5,4
4684,3,3,4,3,6,1,7,0,3,2
25810,1,1,5,5,7,6,15,1,6,2
20712,4,2,8,1,2,6,13,1,4,6
7260,3,3,2,7,8,2,9,0,5,6
18554,3,2,2,2,3,6,13,2,4,4
5818,4,2,1,7,8,2,8,0,4,7
13473,2,1,6,5,8,4,12,0,6,2
23480,3,1,8,1,3,5,14,2,4,5
2069,4,2,2,8,3,7,-1,1,5,1
23682,3,2,1,3,5,4,14,3,2,4
12726,4,3,6,4,6,8,11,0,5,4
10420,1,1,7,8,8,6,11,0,7,2
5734,4,1,3,4,1,2,8,0,3,2
22566,2,2,8,2,7,6,14,1,5,4
23637,3,1,8,7,5,4,14,3,3,3
11368,3,2,8,2,2,8,11,0,6,6
26276,2,1,4,2,7,5,15,1,5,3
12365,4,3,1,5,3,7,11,1,4,2
4555,3,1,2,3,7,1,7,0,4,5
8996,3,2,6,4,7,7,10,1,5,3
21133,1,1,5,3,8,8,14,0,7,5
15619,4,2,2,8,8,8,12,0,6,6
23470,3,1,7,8,6,4,14,2,3,4
498,2,1,7,3,8,2,-1,0,6,1
2683,4,4,6,1,7,2,-1,1,3,1
6766,2,2,1,3,5,1,9,0,3,4
19336,3,3,4,6,6,5,13,2,3,2
17882,3,1,1,5,6,8,13,0,7,5
9920,4,3,6,1,7,5,10,1,3,4
14396,3,2,4,5,7,6,12,1,4,3
4318,4,3,4,1,8,1,6,0,4,4
2963,3,2,5,1,1,1,2,0,2,4
1494,3,3,5,6,6,5,-1,2,3,1
25313,4,2,2,7,5,5,14,3,3,3
12005,4,2,3,4,8,6,11,0,4,5
12700,4,3,5,8,2,8,11,0,5,3
5513,3,2,4,3,5,1,8,0,2,2
23462,3,1,7,8,4,3,14,2,2,5
2490,4,3,5,8,6,7,-1,1,4,1
16003,4,3,1,1,7,5,12,1,3,6
12600,4,3,4,8,8,6,11,0,4,4
